Name,Price,Discount,Rating,Specs
"Nothing Phone (3) (White, 256 GB)",79999,5% off,4.4,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty
"Nothing Phone (3a) Pro (Grey, 128 GB)",27999,15% off,4.5,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty
"Samsung Galaxy M16 5G (Thunder Black, 128 GB)",12920,26% off,4.3,6 GB RAM | 128 GB ROM; 17.02 cm (6.7 inch) Display; 50MP Rear Camera; 5000 mAh Battery; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"vivo Y19e (Majestic Green, 64 GB)",7990,33% off,4.3,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB; 17.12 cm (6.74 inch) Display; 13MP + 0.08MP | 5MP Front Camera; 5500 mAh Battery; T7225 Processor; 1 Year Warranty on the Product and 6 Months Warranty on the Accessories
"Nothing Phone (3a) Pro (Black, 128 GB)",27999,15% off,4.5,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty
"Nothing Phone (3a) Pro (Grey, 256 GB)",31999,13% off,4.5,12 GB RAM | 256 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty
"REDMI 13 5G (Black Diamond, 128 GB)",12990,27% off,4.2,6 GB RAM | 128 GB ROM; 17.25 cm (6.79 inch) Full HD+ Display; 108MP Rear Camera; 5030 mAh Battery; Qualcomm SM4450 Snapdragon 4 Gen 2 AE (4 nm) Processor; 1 year manufacture warranty
"Google Pixel 9 (Wintergreen, 256 GB)",54999,31% off,4.6,12 GB RAM | 256 GB ROM; 16.0 cm (6.3 inch) Display; 50MP + 48MP | 10.5MP Front Camera; 4700 mAh Battery; Google Tensor G4 Processor; 1 Year Domestic Warranty
"realme Narzo 80x 5G (Sunlit Gold, 128 GB)",11779,26% off,4.2,6 GB RAM | 128 GB ROM; 17.07 cm (6.72 inch) Display; 50MP Rear Camera; 6000 mAh Battery; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Samsung Galaxy F36 5G (Black, 128 GB)",15499,36% off,4.2,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 17.02 cm (6.7 inch) Full HD+ Display; 50MP + 8MP + 2MP | 13MP Front Camera; 5000 mAh Battery; Samsung Exynos 1380 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Nothing Phone (3) (Black, 512 GB)",89999,5% off,4.4,16 GB RAM | 512 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty
"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)",39999,46% off,4.6,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"realme 14 Pro 5G (Jaipur Pink, 128 GB)",24999,10% off,4.4,8 GB RAM | 128 GB ROM; 17.2 cm (6.77 inch) Full HD+ Display; 50MP + 2MP | 16MP Front Camera; 6000 mAh Battery; Dimensity 7300 Energy Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"realme 14 Pro 5G (Suede Grey, 256 GB)",26999,10% off,4.4,8 GB RAM | 256 GB ROM; 17.2 cm (6.77 inch) Full HD+ Display; 50MP + 2MP | 16MP Front Camera; 6000 mAh Battery; Dimensity 7300 Energy Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Samsung Galaxy S24 5G Snapdragon (Onyx Black, 128 GB)",39999,46% off,4.6,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",17999,47% off,4.4,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.76 cm (6.6 inch) Full HD+ Display; 50MP + 8MP + 5MP | 13MP Front Camera; 5000 mAh Battery; Samsung Exynos 1380 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"REDMI A4 5G only on Jio SIM (Sparkle Purple, 64 GB)",8049,26% off,4.3,4 GB RAM | 64 GB ROM; 17.48 cm (6.88 inch) Display; 50MP Rear Camera; 5160 mAh Battery; 1 Year
"REDMI A4 5G only on Jio SIM (Starry Black, 128 GB)",8755,27% off,4.3,4 GB RAM | 128 GB ROM; 17.48 cm (6.88 inch) Display; 50MP Rear Camera; 5160 mAh Battery; 1 Year
"realme 14 Pro 5G (Suede Grey, 128 GB)",24999,10% off,4.4,8 GB RAM | 128 GB ROM; 17.2 cm (6.77 inch) Full HD+ Display; 50MP + 2MP | 16MP Front Camera; 6000 mAh Battery; Dimensity 7300 Energy Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"REDMI 14C 5G (Stardust Purple, 64 GB)",8999,30% off,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB; 17.48 cm (6.88 inch) HD+ Display; 50MP Rear Camera | 8MP Front Camera; 5160 mAh Battery; 4 Gen 2 5G Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"realme P3 Ultra 5G (Neptune Blue, 128 GB)",19999,37% off,4.4,8 GB RAM | 128 GB ROM; 17.35 cm (6.83 inch) Display; 50MP + 8MP | 16MP Front Camera; 6000 mAh Battery; Dimensity 8350 Ultra Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Samsung Galaxy S24 5G Snapdragon (Cobalt Violet, 128 GB)",39999,46% off,4.6,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"realme P3 Ultra 5G (Orion Red, 128 GB)",19999,37% off,4.4,8 GB RAM | 128 GB ROM; 17.35 cm (6.83 inch) Display; 50MP + 8MP | 16MP Front Camera; 6000 mAh Battery; Dimensity 8350 Ultra Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"IQOO Neo 10 (Titanium Chrome, 512 GB)",41899,8% off,4.6,16 GB RAM | 512 GB ROM; 17.22 cm (6.78 inch) Full HD+ E3 Super AMOLED Display; 50MP + 50MP + 8MP | 32MP + 32MP Dual Front Camera; 7000 mAh Battery; Qualcomm Processor; Domestic Warranty 1 year for handset and 6 months for accessories
"Nothing Phone (3) (White, 512 GB)",89999,5% off,4.4,16 GB RAM | 512 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty
"Nothing Phone (3a) Pro (Grey, 256 GB)",29999,14% off,4.5,8 GB RAM | 256 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty
"IQOO Neo 10 (Inferno Red, 512 GB)",41694,9% off,4.6,16 GB RAM | 512 GB ROM; 17.22 cm (6.78 inch) Full HD+ E3 Super AMOLED Display; 50MP + 50MP + 8MP | 32MP + 32MP Dual Front Camera; 7000 mAh Battery; Qualcomm Processor; Domestic warranty 1 year for handset and 6 months accessories
"Samsung Galaxy M16 5G (Mint Green, 128 GB)",11990,14% off,4.2,4 GB RAM | 128 GB ROM; 17.02 cm (6.7 inch) Display; 50MP Rear Camera; 5000 mAh Battery; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"realme 14 Pro+ 5G (Emerald Drift, 256 GB)",25999,27% off,4.4,8 GB RAM | 256 GB ROM; 17.35 cm (6.83 inch) Display; 50MP + 50MP + 8MP | 32MP Front Camera; 6000 mAh Battery; 7s Gen 3 Mobile Platform Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"realme 15x 5G (Maroon Red, 128 GB)",17999,10% off,4.5,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 17.27 cm (6.8 inch) Display; 50MP Rear Camera | 50MP Front Camera; 7000 mAh Battery; Dimensity 6300 6nm Octa-core chipset Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Nothing Phone (3) (Black, 256 GB)",79999,5% off,4.4,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty
"Nothing Phone (3) (White, 256 GB)",79999,5% off,4.4,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty
"realme 15x 5G (Marine Blue, 128 GB)",17999,10% off,4.5,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 17.27 cm (6.8 inch) Display; 50MP Rear Camera | 50MP Front Camera; 7000 mAh Battery; Dimensity 6300 6nm Octa-core chipset Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"realme 14 Pro 5G (Pearl White, 128 GB)",24999,10% off,4.4,8 GB RAM | 128 GB ROM; 17.2 cm (6.77 inch) Full HD+ Display; 50MP + 2MP | 16MP Front Camera; 6000 mAh Battery; Dimensity 7300 Energy Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Nothing Phone (3a) Pro (Grey, 128 GB)",27999,15% off,4.5,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty
"Nothing Phone (3a) Pro (Black, 128 GB)",27999,15% off,4.5,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty
"realme 15x 5G (Marine Blue, 256 GB)",19999,9% off,4.5,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB; 17.27 cm (6.8 inch) Display; 50MP Rear Camera | 50MP Front Camera; 7000 mAh Battery; Dimensity 6300 6nm Octa-core chipset Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Motorola Edge 50 Fusion (Hot Pink, 256 GB)",20999,25% off,4.4,12 GB RAM | 256 GB ROM; 17.02 cm (6.7 inch) Full HD+ Display; 50MP + 13MP | 32MP Front Camera; 5000 mAh Battery; 7s Gen 2 Processor; 1 Year on Handset and 6 Months on Accessories
"MOTOROLA Edge 60 Pro (Pantone Sparkling Grape, 512 GB)",34999,18% off,4.3,16 GB RAM | 512 GB ROM; 17.02 cm (6.7 inch) Display; 50MP + 50MP + 10MP | 50MP Front Camera; 6000 mAh Battery; Dimensity 8350 Processor; 1 Year Warranty on Handset and 6 Months Warranty on Accessories
"MOTOROLA Edge 60 5G (PANTONE Shamrock, 256 GB)",24999,21% off,4.3,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 10MP | 50MP Front Camera; 5500 mAh Battery; Dimensity 7400 Processor; 1 Year Warranty on Handset and 6 Months Warranty on Accessories
"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)",39999,46% off,4.6,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Samsung Galaxy S24 5G Snapdragon (Onyx Black, 128 GB)",39999,46% off,4.6,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Samsung Galaxy M16 5G (Mint Green, 128 GB)",12800,26% off,4.3,6 GB RAM | 128 GB ROM; 17.02 cm (6.7 inch) Display; 50MP Rear Camera; 5000 mAh Battery; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"realme 14 Pro+ 5G (Suede Grey, 256 GB)",31999,15% off,4.4,12 GB RAM | 256 GB ROM; 17.35 cm (6.83 inch) Display; 50MP + 50MP + 8MP | 32MP Front Camera; 6000 mAh Battery; 7s Gen 3 Mobile Platform Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",17999,47% off,4.4,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.76 cm (6.6 inch) Full HD+ Display; 50MP + 8MP + 5MP | 13MP Front Camera; 5000 mAh Battery; Samsung Exynos 1380 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Nothing Phone (3) (Black, 512 GB)",89999,5% off,4.4,16 GB RAM | 512 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty
"realme 14 Pro+ 5G (Suede Grey, 128 GB)",29999,11% off,4.4,8 GB RAM | 128 GB ROM; 17.35 cm (6.83 inch) Display; 50MP + 50MP + 8MP | 32MP Front Camera; 6000 mAh Battery; 7s Gen 3 Mobile Platform Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"realme 14 Pro 5G (Pearl White, 256 GB)",26999,10% off,4.4,8 GB RAM | 256 GB ROM; 17.2 cm (6.77 inch) Full HD+ Display; 50MP + 2MP | 16MP Front Camera; 6000 mAh Battery; Dimensity 7300 Energy Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"vivo V25 5G (Sunrise Gold, 128 GB)",17890,45% off,4.3,8 GB RAM | 128 GB ROM; 16.36 cm (6.44 inch) Full HD+ Display; 64MP + 8MP + 2MP | 50MP Front Camera; 4500 mAh Lithium Battery; Dimensity 900 Processor; 1 Year of Device & 6 Months for In-Box Accessories
"realme 14 Pro+ 5G (Suede Grey, 512 GB)",34999,12% off,4.4,12 GB RAM | 512 GB ROM; 17.35 cm (6.83 inch) Display; 50MP + 50MP + 8MP | 32MP Front Camera; 6000 mAh Battery; 7s Gen 3 Mobile Platform Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Nothing Phone (3) (White, 256 GB)",79999,5% off,4.4,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty
"Nothing Phone (3a) Pro (Grey, 128 GB)",27999,15% off,4.5,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty
"realme 14 Pro+ 5G (Pearl White, 512 GB)",34999,12% off,4.4,12 GB RAM | 512 GB ROM; 17.35 cm (6.83 inch) Display; 50MP + 50MP + 8MP | 32MP Front Camera; 6000 mAh Battery; 7s Gen 3 Mobile Platform Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Ai+ Nova 5G (Black, 128 GB)",7999,27% off,4.1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.13 cm (6.745 inch) HD+ Display; 50MP Rear Camera | 5MP Front Camera; 5000 mAh Battery; T8200 Processor; 1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories
"Nothing Phone (3a) Pro (Black, 128 GB)",27999,15% off,4.5,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty
"Nothing Phone (3a) Pro (Grey, 256 GB)",31999,13% off,4.5,12 GB RAM | 256 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty
"vivo T4 Ultra 5G (Meteor Grey, 256 GB)",35999,12% off,4.5,8 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Full HD+ AMOLED Display; 50MP + 8MP + 50MP Periscope | 32MP Front Camera; 5500 mAh Battery; Dimensity 9300+ Processor; 1 Year Warranty on the Product and 6 Months Warranty on Inbox Accessories
"Google Pixel 9 (Peony, 256 GB)",54999,31% off,4.6,12 GB RAM | 256 GB ROM; 16.0 cm (6.3 inch) Display; 50MP + 48MP | 10.5MP Front Camera; 4700 mAh Battery; Google Tensor G4 Processor; 1 Year Domestic Warranty
"vivo T4 Ultra 5G (Phoenix Gold, 512 GB)",39999,11% off,4.5,12 GB RAM | 512 GB ROM; 16.94 cm (6.67 inch) Full HD+ AMOLED Display; 50MP + 8MP + 50MP Periscope | 32MP Front Camera; 5500 mAh Battery; Dimensity 9300+ Processor; 1 Year Warranty on the Product and 6 Months Warranty on Inbox Accessories
"Apple iPhone 13 (Starlight, 128 GB)",49900,,4.6,128 GB ROM; 15.49 cm (6.1 inch) Super Retina XDR Display; 12MP + 12MP | 12MP Front Camera; A15 Bionic Chip Processor; 1 year warranty for phone and 1 year warranty for in Box Accessories.
"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)",39999,46% off,4.6,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Nothing Phone (3) (Black, 512 GB)",89999,5% off,4.4,16 GB RAM | 512 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty
"Samsung Galaxy F36 5G (Violet, 256 GB)",17499,36% off,4.2,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB; 17.02 cm (6.7 inch) Full HD+ Display; 50MP + 8MP + 2MP | 13MP Front Camera; 5000 mAh Battery; Samsung Exynos 1380 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"realme 14 Pro+ 5G (Pearl White, 128 GB)",29999,11% off,4.4,8 GB RAM | 128 GB ROM; 17.35 cm (6.83 inch) Display; 50MP + 50MP + 8MP | 32MP Front Camera; 6000 mAh Battery; 7s Gen 3 Mobile Platform Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Samsung Galaxy S24 5G Snapdragon (Onyx Black, 128 GB)",39999,46% off,4.6,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",17999,47% off,4.4,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.76 cm (6.6 inch) Full HD+ Display; 50MP + 8MP + 5MP | 13MP Front Camera; 5000 mAh Battery; Samsung Exynos 1380 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Samsung Galaxy A16 5G (Light Green, 128 GB)",14122,29% off,4.2,6 GB RAM | 128 GB ROM; 17.02 cm (6.7 inch) Full HD+ Display; 50MP + 5MP + 2MP | 13MP Front Camera; 5000 mAh Battery; Dimensity 6300 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for Inbox Accessories
"REDMI 15 5G (Frosted White, 128 GB)",14379,15% off,4.2,6 GB RAM | 128 GB ROM; 17.53 cm (6.9 inch) Display; 50MP Rear Camera; 7000 mAh Battery; 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
"REDMI 15 5G (Sandy Purple, 128 GB)",14960,16% off,4.3,8 GB RAM | 128 GB ROM; 17.53 cm (6.9 inch) Display; 50MP Rear Camera; 7000 mAh Battery; 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
"Tecno Spark Go 5G (Ink Black, 128 GB)",9999,16% off,4.3,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.12 cm (6.74 inch) Display; 50MP Rear Camera | 5MP Front Camera; 6000 mAh Battery; Dimensity 6400 5G Processor; 1 Year Manufacturer Warranty for Handset
"Nothing Phone (3) (White, 512 GB)",89999,5% off,4.4,16 GB RAM | 512 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty
"Nothing Phone (3a) Pro (Grey, 256 GB)",29999,14% off,4.5,8 GB RAM | 256 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty
"realme P3 5G (Comet Grey, 128 GB)",15999,20% off,4.4,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 16.94 cm (6.67 inch) Full HD+ Display; 50MP + 2MP | 16MP Front Camera; 6000 mAh Battery; 6 Gen 4 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"realme P3 5G (Space Silver, 128 GB)",16999,19% off,4.4,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 16.94 cm (6.67 inch) Full HD+ Display; 50MP + 2MP | 16MP Front Camera; 6000 mAh Battery; 6 Gen 4 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Nothing Phone (3) (Black, 256 GB)",79999,5% off,4.4,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty
"Nothing Phone (3) (White, 256 GB)",79999,5% off,4.4,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty
"Xiaomi 14 CIVI (Aqua Blue, 512 GB)",36999,38% off,4.3,12 GB RAM | 512 GB ROM; 16.64 cm (6.55 inch) Display; 50MP Rear Camera | 32MP + 32MP Dual Front Camera; 4700 mAh Battery; 8s Gen 3 Mobile Platform Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Samsung Galaxy M16 5G (Blush Pink, 128 GB)",13240,21% off,4.3,6 GB RAM | 128 GB ROM; 17.02 cm (6.7 inch) Display; 50MP Rear Camera; 5000 mAh Battery; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Apple iPhone 16 Plus (Black, 128 GB)",79900,,4.6,"128 GB ROM; 17.02 cm (6.7 inch) Super Retina XDR Display; 48MP + 12MP | 12MP Front Camera; A18 Chip, 6 Core Processor Processor; 1 year warranty for phone and 1 year warranty for in Box Accessories."
"realme NARZO 80 Pro 5G (Speed Silver, 128 GB)",17191,28% off,4.4,8 GB RAM | 128 GB ROM; 17.02 cm (6.7 inch) Display; 50MP Rear Camera; 6000 mAh Battery; 1 Year Warranty on Handset and 6 Months Warranty on Accessories
"Nothing Phone (3a) Pro (Grey, 128 GB)",27999,15% off,4.5,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty
"Nothing Phone (3a) Pro (Black, 128 GB)",27999,15% off,4.5,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty
"realme 15x 5G (Aqua Blue, 128 GB)",17999,10% off,4.5,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 17.27 cm (6.8 inch) Display; 50MP Rear Camera | 50MP Front Camera; 7000 mAh Battery; Dimensity 6300 6nm Octa-core chipset Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Samsung Galaxy S25 Ultra 5G (Titanium Whitesilver, 256 GB)",107990,16% off,4.6,12 GB RAM | 256 GB ROM; 17.53 cm (6.9 inch) Quad HD+ Display; 200MP + 50MP + 50MP + 10MP | 12MP Front Camera; 5000 mAh Battery; 8 Elite for Galaxy Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)",39999,46% off,4.6,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Samsung Galaxy S24 5G Snapdragon (Onyx Black, 128 GB)",39999,46% off,4.6,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Samsung M05 (Mint Green, 64 GB)",6698,33% off,4.3,4 GB RAM | 64 GB ROM; 17.02 cm (6.7 inch) Display; 50MP Rear Camera; 5000 mAh Battery; 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
"IQOO Z10R 5G (Moonstone, 256 GB)",24099,10% off,4.3,12 GB RAM | 256 GB ROM; 17.2 cm (6.77 inch) Display; 50MP Rear Camera; 5700 mAh Battery; 1 Year Warranty
